tweet_id,created_at,date,hour,weekday,airline,tweet_text_raw,text_clean,retweet_count,sentiment,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
567753872967528448,2015-02-17 18:34:06+00:00,2015-02-17,18,Tuesday,US Airways,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?,USER r rebooked got conflicting info abt baggage extra plane battery hand comped admiral club NUMBER hr wait,0,Negative,-0.756546488031745,0.7631698846817017,0.2302067130804062,0.006623396649956703
567754136255725568,2015-02-17 18:35:09+00:00,2015-02-17,18,Tuesday,United,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,USER refund request functionality URL get time error,1,Negative,-0.9195618433877826,0.9239197969436646,0.07172224670648575,0.004357953555881977
567755891714174976,2015-02-17 18:42:07+00:00,2015-02-17,18,Tuesday,US Airways,@USAirways customer service at its finest,USER customer service finest,0,Positive,0.8194426503032446,0.01608155108988285,0.14839427173137665,0.8355242013931274
567758478371196928,2015-02-17 18:52:24+00:00,2015-02-17,18,Tuesday,United,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,USER yall tried little bitty plane flying boston hate little plane,0,Negative,-0.936754182446748,0.9430624842643738,0.0506291463971138,0.006308301817625761
567760474553348096,2015-02-17 19:00:20+00:00,2015-02-17,19,Tuesday,US Airways,@USAirways Haha - that will indeed be a great day!,USER haha indeed great day,0,Positive,0.9843816834036261,0.002934805816039443,0.009748710319399834,0.9873164892196655
567763818257063937,2015-02-17 19:13:37+00:00,2015-02-17,19,Tuesday,Delta,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was,USER USER matter directed principle matter gate checked stroller,0,Neutral,-0.18991350010037422,0.22473713755607605,0.740439236164093,0.03482363745570183
567765558393700352,2015-02-17 19:20:32+00:00,2015-02-17,19,Tuesday,United,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,USER need get ric tonight ewr,0,Neutral,0.1376088373363018,0.020539764314889908,0.8213116526603699,0.1581486016511917
567765664459669504,2015-02-17 19:20:57+00:00,2015-02-17,19,Tuesday,Delta,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",USER normally late flightst flight experience worst NUMBER hour runway wifi amp tv working properly,0,Negative,-0.8958776723593473,0.9122751355171204,0.07132741063833237,0.016397463157773018
567770722882580480,2015-02-17 19:41:03+00:00,2015-02-17,19,Tuesday,Southwest,"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them",USER missing NUMBER NUMBER point one account spread four assuming create account,0,Negative,-0.6462954599410295,0.6747246980667114,0.29684609174728394,0.028429238125681877
567772219549478912,2015-02-17 19:47:00+00:00,2015-02-17,19,Tuesday,Southwest,@SouthwestAir thanks I think we've got it figured out,USER thanks think got figured,0,Positive,0.8425223026424646,0.010128339752554893,0.13722099363803864,0.8526506423950195
567773609939058688,2015-02-17 19:52:31+00:00,2015-02-17,19,Tuesday,United,@united quick response offering assistance but lack of follow through - not really the service I was expecting,USER quick response offering assistance lack follow really service expecting,0,Negative,-0.878487900365144,0.8850342631340027,0.10841944068670273,0.006546362768858671
567774038680801281,2015-02-17 19:54:14+00:00,2015-02-17,19,Tuesday,Delta,@JetBlue remember - I'm very doubtful and not very hopeful :(,USER remember doubtful hopeful,0,Negative,-0.8976528597995639,0.9049955010414124,0.08766181766986847,0.007342641241848469
567775685796589568,2015-02-17 20:00:46+00:00,2015-02-17,20,Tuesday,Southwest,@SouthwestAir I just sent it over,USER sent,0,Neutral,0.14491159282624722,0.01415390707552433,0.8267806172370911,0.15906549990177155
567776143273512961,2015-02-17 20:02:35+00:00,2015-02-17,20,Tuesday,Southwest,@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,USER flight spilled tea radio yay delay almost hour,0,Negative,-0.5244076251983643,0.6043552756309509,0.3156971037387848,0.07994765043258667
567776364351074304,2015-02-17 20:03:28+00:00,2015-02-17,20,Tuesday,US Airways,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,USER please please please let plane back gate get miss connection due clt closing NUMBER,0,Neutral,-0.3862307071685791,0.4379569888114929,0.5103167295455933,0.05172628164291382
567777150145949697,2015-02-17 20:06:36+00:00,2015-02-17,20,Tuesday,US Airways,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service,USER rep NUMBER min said could help transferred dividend mile customer service,0,Negative,-0.6901983646675944,0.7041774392127991,0.28184348344802856,0.01397907454520464
567781607797305345,2015-02-17 20:24:18+00:00,2015-02-17,20,Tuesday,Delta,@JetBlue I did get the email. Thought i wasn't supposed to reply to those😂,USER get email thought supposed reply,0,Neutral,-0.17777642607688904,0.23964187502861023,0.698492705821991,0.06186544895172119
567783113309585409,2015-02-17 20:30:17+00:00,2015-02-17,20,Tuesday,Southwest,@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you,USER trouble checking please add dm,0,Negative,-0.47554303519427776,0.4988965392112732,0.4777499735355377,0.02335350401699543
567785042891567104,2015-02-17 20:37:57+00:00,2015-02-17,20,Tuesday,Southwest,"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail. I can book separately, but why not together?",USER NUMBER NUMBER NUMBER need fly gsp dsm claim sched avail book separately together,0,Neutral,-0.4695259053260088,0.48166096210479736,0.5062039494514465,0.012135056778788567
567787240399851520,2015-02-17 20:46:41+00:00,2015-02-17,20,Tuesday,United,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,USER link email offer u sent year last NUMBER expired URL,0,Negative,-0.55468575283885,0.5719441175460815,0.41079747676849365,0.01725836470723152
567787873778278400,2015-02-17 20:49:12+00:00,2015-02-17,20,Tuesday,Virgin America,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",USER great return call day could ask myvxexperience,0,Positive,0.9804879017174244,0.0047518424689769745,0.010008375160396099,0.9852397441864014
567792185832394752,2015-02-17 21:06:20+00:00,2015-02-17,21,Tuesday,Virgin America,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,USER started flight scolding using overhead bin offered person seated next,0,Negative,-0.7946492163464427,0.8036778569221497,0.18729348480701447,0.009028640575706959
567792433687175168,2015-02-17 21:07:19+00:00,2015-02-17,21,Tuesday,United,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,USER travel lot get still fave ewr cleveland NUMBER min layover connect dc best option come,0,Positive,0.5423729121685028,0.04625973105430603,0.36510762572288513,0.5886326432228088
567793064221130752,2015-02-17 21:09:50+00:00,2015-02-17,21,Tuesday,United,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,USER would super paid much attention actual flier credit card holder,0,Neutral,-0.10366979986429214,0.21960598230361938,0.6644578576087952,0.11593618243932724
567796029056385024,2015-02-17 21:21:37+00:00,2015-02-17,21,Tuesday,Delta,@JetBlue thanks!,USER thanks,0,Positive,0.886598554905504,0.007627757731825113,0.09814592450857162,0.8942263126373291
567796570197086208,2015-02-17 21:23:46+00:00,2015-02-17,21,Tuesday,United,"@united done just now, thanks.",USER done thanks,0,Positive,0.6359694488346577,0.00947112962603569,0.34508830308914185,0.6454405784606934
567797436652199936,2015-02-17 21:27:12+00:00,2015-02-17,21,Tuesday,Delta,@JetBlue But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.,USER customer service ment anything would try quoting policy never effective customer service,0,Negative,-0.6160989739000797,0.6601161360740662,0.2958667278289795,0.044017162173986435
567799935173947392,2015-02-17 21:37:08+00:00,2015-02-17,21,Tuesday,United,@united I am furious. You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,USER furious firm disgrace despite effort zero protect daughter alone night united,1,Negative,-0.9418259090743959,0.9465551972389221,0.048715461045503616,0.004729288164526224
567801274293563393,2015-02-17 21:42:27+00:00,2015-02-17,21,Tuesday,US Airways,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.,USER rebooked handled unprofessionally cancelled flightations happen disorganization uncalled,0,Negative,-0.848559339530766,0.8551314473152161,0.13829638063907623,0.006572107784450054
567801645795643393,2015-02-17 21:43:56+00:00,2015-02-17,21,Tuesday,Southwest,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,USER amazing customer service well definitely fly guy instrument involved NUMBER NUMBER,0,Positive,0.9828385731671005,0.0036005356814712286,0.009960406459867954,0.9864391088485718
567802602738708480,2015-02-17 21:47:44+00:00,2015-02-17,21,Tuesday,US Airways,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",USER wow airline joke absolutely horrendous customer service guy ashamed,0,Negative,-0.9573382744565606,0.9624765515327454,0.03238515183329582,0.00513827707618475
567802900480585728,2015-02-17 21:48:55+00:00,2015-02-17,21,Tuesday,United,@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz,USER airline ceo jeff smisek disloyal loyal worker URL via USER,0,Neutral,-0.1460401937365532,0.181025892496109,0.7839884161949158,0.03498569875955582
567802937394655232,2015-02-17 21:49:04+00:00,2015-02-17,21,Tuesday,Southwest,@SouthwestAir think you need to follow me for a DM,USER think need follow dm,0,Neutral,0.02406490594148636,0.020465128123760223,0.9350048303604126,0.04453003406524658
567802999880552448,2015-02-17 21:49:19+00:00,2015-02-17,21,Tuesday,Southwest,@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor,USER officially worst customer service airline ever dealt southwestairlines poor,0,Negative,-0.9506843844428658,0.9567801356315613,0.03712412714958191,0.006095751188695431
567804663303798784,2015-02-17 21:55:55+00:00,2015-02-17,21,Tuesday,United,@united Can you explain how it rewards us elite Premiere 1K members?,USER explain reward u elite premiere member,0,Neutral,0.011251606047153473,0.03667677566409111,0.9153948426246643,0.04792838171124458
567806964832460800,2015-02-17 22:05:04+00:00,2015-02-17,22,Tuesday,Delta,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW,USER airway see significant drop short interest jblu mideast time URL,0,Neutral,-0.21386594884097576,0.23317040503025055,0.7475250363349915,0.019304456189274788
567807640660619267,2015-02-17 22:07:45+00:00,2015-02-17,22,Tuesday,Virgin America,@VirginAmerica Good point!,USER good point,0,Positive,0.9282864471897483,0.008489117957651615,0.05473529174923897,0.9367755651473999
567808893464899584,2015-02-17 22:12:44+00:00,2015-02-17,22,Tuesday,US Airways,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay,USER ur going NUMBER charge NUMBER make sure work brutal dialup b NUMBER time thing load theend goodday,0,Negative,-0.8502248581498861,0.8659467697143555,0.1183314248919487,0.015721911564469337
567811360404336641,2015-02-17 22:22:32+00:00,2015-02-17,22,Tuesday,United,@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids,USER gate agent club staff got priority standby next might minor disaster travelingwithsmallkids,0,Negative,-0.5553437173366547,0.5967811942100525,0.3617812395095825,0.04143747687339783
567811776025468929,2015-02-17 22:24:11+00:00,2015-02-17,22,Tuesday,Southwest,@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,USER done messed planned trip costarica penny vacatime,0,Negative,-0.7308620885014534,0.766156792640686,0.19854851067066193,0.035294704139232635
567813046811525120,2015-02-17 22:29:14+00:00,2015-02-17,22,Tuesday,Virgin America,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,USER use passbook still love though lt NUMBER use email future,0,Positive,0.8438646085560322,0.028925489634275436,0.09828439354896545,0.8727900981903076
567813060027772928,2015-02-17 22:29:17+00:00,2015-02-17,22,Tuesday,Southwest,@SouthwestAir extremely #disappointed with poor the customer service provided after Cancelled Flighting my flight today! #unprofessional,USER extremely disappointed poor customer service provided cancelled flighting flight today unprofessional,0,Negative,-0.9363059480674565,0.9422245025634766,0.05185689404606819,0.005918554496020079
567813437003411456,2015-02-17 22:30:47+00:00,2015-02-17,22,Tuesday,Delta,"@JetBlue yes, 3 times. I need some one to call me and help me change a flight. I can't do online. Thanks.",USER yes NUMBER time need one call help change flight ca online thanks,0,Neutral,-0.19659898430109024,0.29962578415870667,0.5973474383354187,0.10302679985761642
567818055771918336,2015-02-17 22:49:08+00:00,2015-02-17,22,Tuesday,United,@united Thanks!,USER thanks,0,Positive,0.8613797053694725,0.009863890707492828,0.11889253556728363,0.8712435960769653
567818509650124800,2015-02-17 22:50:56+00:00,2015-02-17,22,Tuesday,US Airways,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.,USER reservation number none hungary phone working make difficult,0,Negative,-0.9011151879094541,0.9072405099868774,0.08663418143987656,0.006125322077423334
567819711950635009,2015-02-17 22:55:43+00:00,2015-02-17,22,Tuesday,US Airways,@USAirways flight 4524 first a 2 hour wait for a deadhead crew then deadhead crew takes overhead bin space paying customers annoyed,USER flight NUMBER first NUMBER hour wait deadhead crew deadhead crew take overhead bin space paying customer annoyed,0,Negative,-0.8802771801128983,0.8868556618690491,0.10656584799289703,0.0065784817561507225
567821166775156736,2015-02-17 23:01:30+00:00,2015-02-17,23,Tuesday,United,"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line.",USER call customer service course say there nothing offer transfer disconnect line,0,Negative,-0.8230201089754701,0.8304911255836487,0.1620378941297531,0.007471016608178616
567822548545859587,2015-02-17 23:06:59+00:00,2015-02-17,23,Tuesday,United,@united well perhaps you could highlight where that is stated. We travel between Canada &amp; USA on United with only Nexus,USER well perhaps could highlight stated travel canada amp usa united nexus,0,Neutral,0.01280503161251545,0.029485071077942848,0.9282248020172119,0.0422901026904583
567823459276877824,2015-02-17 23:10:36+00:00,2015-02-17,23,Tuesday,Southwest,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,USER yall trying fly chicago live send home bullshit as customer service,2,Negative,-0.9406328587792814,0.9452730417251587,0.05008680373430252,0.004640182945877314
567827275619549184,2015-02-17 23:25:46+00:00,2015-02-17,23,Tuesday,United,@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.,USER also ca seat gt yyz flight canadian flight booking problem URL,0,Negative,-0.6360660595819354,0.6480021476745605,0.340061753988266,0.011936088092625141
567829349727211521,2015-02-17 23:34:01+00:00,2015-02-17,23,Tuesday,Delta,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲,USER still love guy get vega already,0,Positive,0.9793074671179056,0.002274220809340477,0.01614406704902649,0.9815816879272461
567831075763003393,2015-02-17 23:40:52+00:00,2015-02-17,23,Tuesday,Southwest,@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(,USER understand weather issue time cancelled flighted reinstated cancelled flighted hardly update nothing,0,Negative,-0.9237429825589061,0.9278997182846069,0.06794346123933792,0.004156735725700855
567831380157206528,2015-02-17 23:42:05+00:00,2015-02-17,23,Tuesday,Southwest,@SouthwestAir paid for my own $200 rental car just to not go through this for the 3rd day :(,USER paid NUMBER rental car go day,0,Negative,-0.8973464081063867,0.9059110879898071,0.08552422374486923,0.008564679883420467
567831549539966976,2015-02-17 23:42:45+00:00,2015-02-17,23,Tuesday,United,@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup,USER told supervisor united disconnected customer support nobody address igiveup,1,Negative,-0.7949387524276972,0.8028357625007629,0.18926715850830078,0.007897010073065758
567845681768968192,2015-02-18 00:38:55+00:00,2015-02-18,0,Wednesday,Southwest,@SouthwestAir I got it added thank you! :),USER got added thank,0,Positive,0.9366026413626969,0.003933738451451063,0.055529944598674774,0.940536379814148
567847737061941249,2015-02-18 00:47:05+00:00,2015-02-18,0,Wednesday,US Airways,@USAirways 4 hours... 4 hours... FOUR HOURS. It's like this is a joke to you.,USER NUMBER hour NUMBER hour four hour like joke,0,Negative,-0.743796993046999,0.777816891670227,0.18816326558589935,0.03401989862322807
567847753277120512,2015-02-18 00:47:09+00:00,2015-02-18,0,Wednesday,United,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,USER thanks getting businessfirst priority tagged bag onto connecting flight ewr despite NUMBER hour layover nice job,0,Positive,0.17661616206169128,0.22257089614868164,0.37824204564094543,0.3991870582103729
567848084572532736,2015-02-18 00:48:28+00:00,2015-02-18,0,Wednesday,Delta,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",USER understand policy targeting passenger good business addressed security,0,Negative,-0.8375052651390433,0.84456866979599,0.14836789667606354,0.007063404656946659
567850015600685056,2015-02-18 00:56:08+00:00,2015-02-18,0,Wednesday,United,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,USER thanks rude customer service NUMBER hour delay really helped timing wise afternoon meeting hello USER,0,Positive,0.7271477319300175,0.05760106071829796,0.1576501429080963,0.7847487926483154
567853497435160577,2015-02-18 01:09:58+00:00,2015-02-18,1,Wednesday,United,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",USER fair enough stink passenger plane leaf gate sits tarmac hour takeoff,0,Negative,-0.8126609739847481,0.820466935634613,0.17172706127166748,0.007805961649864912
567855640640516096,2015-02-18 01:18:29+00:00,2015-02-18,1,Wednesday,Southwest,@SouthwestAir Thank you! #thankful #feelingtheluv,USER thank thankful feelingtheluv,0,Positive,0.9790238230489194,0.004522076342254877,0.01193198747932911,0.9835458993911743
567859338615865344,2015-02-18 01:33:11+00:00,2015-02-18,1,Wednesday,Southwest,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.,USER large group majority NUMBER bag soaked,0,Neutral,-0.42010336369276047,0.4532257318496704,0.5136518478393555,0.03312236815690994
