tweet_id,tweet_created,airline,retweet_count,text
567765558393700352,2015-02-17 11:20:32 -0800,United,0,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.
567765664459669504,2015-02-17 11:20:57 -0800,Delta,0,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly"
567770722882580480,2015-02-17 11:41:03 -0800,Southwest,0,"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them"
567772219549478912,2015-02-17 11:47:00 -0800,Southwest,0,@SouthwestAir thanks I think we've got it figured out
567773609939058688,2015-02-17 11:52:31 -0800,United,0,@united quick response offering assistance but lack of follow through - not really the service I was expecting
567774038680801281,2015-02-17 11:54:14 -0800,Delta,0,@JetBlue remember - I'm very doubtful and not very hopeful :(
567775685796589568,2015-02-17 12:00:46 -0800,Southwest,0,@SouthwestAir I just sent it over
567776143273512961,2015-02-17 12:02:35 -0800,Southwest,0,@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!
567776364351074304,2015-02-17 12:03:28 -0800,US Airways,0,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034
567777150145949697,2015-02-17 12:06:36 -0800,US Airways,0,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service
567781607797305345,2015-02-17 12:24:18 -0800,Delta,0,@JetBlue I did get the email. Thought i wasn't supposed to reply to those😂
567783113309585409,2015-02-17 12:30:17 -0800,Southwest,0,@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you
567785042891567104,2015-02-17 12:37:57 -0800,Southwest,0,"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?"
567787240399851520,2015-02-17 12:46:41 -0800,United,0,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2
567787873778278400,2015-02-17 12:49:12 -0800,Virgin America,0,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
567792185832394752,2015-02-17 13:06:20 -0800,Virgin America,0,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
567792433687175168,2015-02-17 13:07:19 -0800,United,0,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.
567793064221130752,2015-02-17 13:09:50 -0800,United,0,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.
567796029056385024,2015-02-17 13:21:37 -0800,Delta,0,@JetBlue thanks!
567796570197086208,2015-02-17 13:23:46 -0800,United,0,"@united done just now, thanks."
567797436652199936,2015-02-17 13:27:12 -0800,Delta,0,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service."
567799935173947392,2015-02-17 13:37:08 -0800,United,1,@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United
567801274293563393,2015-02-17 13:42:27 -0800,US Airways,0,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.
567801645795643393,2015-02-17 13:43:56 -0800,Southwest,0,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10
567802602738708480,2015-02-17 13:47:44 -0800,US Airways,0,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed."
567802900480585728,2015-02-17 13:48:55 -0800,United,0,@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz
567802937394655232,2015-02-17 13:49:04 -0800,Southwest,0,@SouthwestAir think you need to follow me for a DM
567802999880552448,2015-02-17 13:49:19 -0800,Southwest,0,@SouthwestAir You officially have the worst customer service of any airline I've ever dealt with. #southwestairlines #poor
567804663303798784,2015-02-17 13:55:55 -0800,United,0,@united Can you explain how it rewards us elite Premiere 1K members?
567806964832460800,2015-02-17 14:05:04 -0800,Delta,0,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW
567807640660619267,2015-02-17 14:07:45 -0800,Virgin America,0,@VirginAmerica Good point!
567808893464899584,2015-02-17 14:12:44 -0800,US Airways,0,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay
567811360404336641,2015-02-17 14:22:32 -0800,United,0,@united but the gate agent and club staff got me priority standby for next so might only be minor disaster...#travelingwithsmallkids
567811776025468929,2015-02-17 14:24:11 -0800,Southwest,0,@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺
567813046811525120,2015-02-17 14:29:14 -0800,Virgin America,0,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
567813060027772928,2015-02-17 14:29:17 -0800,Southwest,0,@SouthwestAir extremely #disappointed with poor the customer service provided after Cancelled Flighting my flight today! #unprofessional
567813437003411456,2015-02-17 14:30:47 -0800,Delta,0,"@JetBlue yes, 3 times. I need some one to call me and help me change a flight. I can't do online. Thanks."
567818055771918336,2015-02-17 14:49:08 -0800,United,0,@united Thanks!
567818509650124800,2015-02-17 14:50:56 -0800,US Airways,0,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.
567819711950635009,2015-02-17 14:55:43 -0800,US Airways,0,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed
567821166775156736,2015-02-17 15:01:30 -0800,United,0,"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line."
567822548545859587,2015-02-17 15:06:59 -0800,United,0,@united well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus
567823459276877824,2015-02-17 15:10:36 -0800,Southwest,2,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service
567827275619549184,2015-02-17 15:25:46 -0800,United,0,@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.
567829349727211521,2015-02-17 15:34:01 -0800,Delta,0,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲
567831075763003393,2015-02-17 15:40:52 -0800,Southwest,0,@SouthwestAir understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me= :(
567831380157206528,2015-02-17 15:42:05 -0800,Southwest,0,@SouthwestAir paid for my own $200 rental car just to not go through this for the 3rd day  :(
567831549539966976,2015-02-17 15:42:45 -0800,United,1,@united was told by Supervisor that United disconnected their customer support # so there was nobody to address it now. #igiveup
567845681768968192,2015-02-17 16:38:55 -0800,Southwest,0,@SouthwestAir I got it added thank you! :)
567847737061941249,2015-02-17 16:47:05 -0800,US Airways,0,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.
567847753277120512,2015-02-17 16:47:09 -0800,United,0,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job
567848084572532736,2015-02-17 16:48:28 -0800,Delta,0,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security"
567850015600685056,2015-02-17 16:56:08 -0800,United,0,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !
567853497435160577,2015-02-17 17:09:58 -0800,United,0,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff"
567855640640516096,2015-02-17 17:18:29 -0800,Southwest,0,@SouthwestAir Thank you!  #thankful #feelingtheluv
567859338615865344,2015-02-17 17:33:11 -0800,Southwest,0,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.
567860175740092416,2015-02-17 17:36:30 -0800,US Airways,0,"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English)."
567861140895580160,2015-02-17 17:40:20 -0800,Southwest,0,@SouthwestAir  I got rebooked for tomorrow
567861901603901440,2015-02-17 17:43:22 -0800,US Airways,0,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice
567862240419934208,2015-02-17 17:44:43 -0800,Southwest,0,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
567864058742845440,2015-02-17 17:51:56 -0800,Delta,0,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :("
567865044580638720,2015-02-17 17:55:51 -0800,US Airways,1,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain
567866162865971201,2015-02-17 18:00:18 -0800,US Airways,0,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword
567867311744380928,2015-02-17 18:04:52 -0800,United,1,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
567868808586620928,2015-02-17 18:10:49 -0800,United,0,@united @annricord $856.81 the cost of one of the round trip tickets.
567869273109958656,2015-02-17 18:12:39 -0800,Southwest,0,@SouthwestAir who should I contact about a missing Rapid Rewards credit?
567870895383015424,2015-02-17 18:19:06 -0800,Southwest,0,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!"
567871168214106113,2015-02-17 18:20:11 -0800,US Airways,0,"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP"
567872077899763712,2015-02-17 18:23:48 -0800,Delta,0,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.
567873006501888000,2015-02-17 18:27:29 -0800,Delta,0,@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!
567873229055991808,2015-02-17 18:28:23 -0800,Delta,0,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy
567874134174101504,2015-02-17 18:31:58 -0800,United,0,@united mechanical delay occurred in Houston earlier today re: their flight to ORD
567874275388043264,2015-02-17 18:32:32 -0800,US Airways,0,@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.
567876244722814976,2015-02-17 18:40:22 -0800,Delta,0,@JetBlue sent
567881096647569408,2015-02-17 18:59:38 -0800,US Airways,0,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO
567883485542658048,2015-02-17 19:09:08 -0800,United,0,"@united My wife has been on the phone several times for past 3 days, with no result."
567883674462588929,2015-02-17 19:09:53 -0800,United,0,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
567883722948763648,2015-02-17 19:10:04 -0800,Southwest,0,@SouthwestAir Finally got through after 3 hours and all set. Thanks.
567885401714589696,2015-02-17 19:16:45 -0800,United,0,"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!😢 still no bag!"
567885982340636672,2015-02-17 19:19:03 -0800,Southwest,0,@SouthwestAir thanks for your excellent response time and assistance! All set :)
567886091975462912,2015-02-17 19:19:29 -0800,United,0,"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum"
567886093749604353,2015-02-17 19:19:30 -0800,United,0,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude."
567893924699770880,2015-02-17 19:50:37 -0800,United,0,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
567896250013601792,2015-02-17 19:59:51 -0800,Delta,0,@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y
567898236809277440,2015-02-17 20:07:45 -0800,Southwest,0,"@SouthwestAir It seems odd to be sitting on a plane that gets further delayed and you find out by txt, not the 6 emp working on the aircraft"
567902121992921088,2015-02-17 20:23:11 -0800,United,0,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
567904438834167809,2015-02-17 20:32:24 -0800,US Airways,0,@USAirways my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿
567906137938399232,2015-02-17 20:39:09 -0800,Southwest,0,@SouthwestAir hot stewardess flipped me off
567907070269198337,2015-02-17 20:42:51 -0800,Southwest,0,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
567921825948250112,2015-02-17 21:41:29 -0800,United,0,"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible."
567924953976152064,2015-02-17 21:53:55 -0800,United,0,@united I want my bags. There is vital equipment in there. You are royally screwing me. I'm cranky and want an update.
567929586077425664,2015-02-17 22:12:19 -0800,United,0,@united are my bags here yet?  They were at Palm Springs airport.  I was at LAX.  How come I beat my bags here.
567943461476806656,2015-02-17 23:07:27 -0800,Southwest,0,@SouthwestAir Had a bad experience with them last week.  They broke my bicycle that I had brought with me to do a bike ride in Fla.  Why?
567954287185125377,2015-02-17 23:50:28 -0800,Southwest,0,@HillAConlin @SouthwestAir hi! get a solar charger from Amazon! Game changer to plug usb into charge. :)
567957027093245952,2015-02-18 00:01:22 -0800,United,0,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
567979842882428928,2015-02-18 01:32:01 -0800,US Airways,0,@USAirways @Forsyth_Factor hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go
568008802865274880,2015-02-18 03:27:06 -0800,Delta,0,@JetBlue its always a pleasure ☺️
568016802191683586,2015-02-18 03:58:53 -0800,US Airways,0,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious."
568029222574407680,2015-02-18 04:48:14 -0800,US Airways,0,@USAirways we are boarding now but have yet to depart.  Thanks for the response.
568040818059190273,2015-02-18 05:34:19 -0800,US Airways,0,@USAirways I just checked in online for tomorrow's flight - thought I should get auto upgrade? (Already got the email saying no seats)
568049316582932480,2015-02-18 06:08:05 -0800,Southwest,0,@SouthwestAir I just sent a screen shot of the incident report.
568051199565533184,2015-02-18 06:15:34 -0800,Delta,0,@JetBlue all taken care of .... Other then the dropped call and the total half hour wait #love #jetblue
568054514617622528,2015-02-18 06:28:44 -0800,Southwest,0,@SouthwestAir First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate
568057241435303936,2015-02-18 06:39:35 -0800,US Airways,0,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue"
568059129601724416,2015-02-18 06:47:05 -0800,Virgin America,0,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
568064972086906880,2015-02-18 07:10:18 -0800,US Airways,0,"@USAirways 
This is how vacations get Cancelled Flightled been on hold ⤵for 40+ minutes still havent talked to anyone. #failure http://t.co/ef4P0HISHb"
568073191068794880,2015-02-18 07:42:57 -0800,US Airways,0,"@USAirways 
Not one to complain much but really 1 hour 15minutes and still nothing. Agents or Agent ⤵ http://t.co/Q5SB0DaVuy"
568073860911927296,2015-02-18 07:45:37 -0800,US Airways,0,"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed"
568074163270905856,2015-02-18 07:46:49 -0800,US Airways,0,"@USAirways Thank you, busy times."
568077686507229184,2015-02-18 08:00:49 -0800,US Airways,0,@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?
568081558625759233,2015-02-18 08:16:12 -0800,US Airways,0,@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.
568081678272307201,2015-02-18 08:16:41 -0800,Southwest,0,@SouthwestAir when will sw return to customer service?  Business travelers made sw now sw ignores us.
568085636592349184,2015-02-18 08:32:24 -0800,United,0,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united
568085714744684544,2015-02-18 08:32:43 -0800,Southwest,0,@SouthwestAir you're the best
568087789004300288,2015-02-18 08:40:58 -0800,US Airways,1,@USAirways why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?
568090175122907136,2015-02-18 08:50:27 -0800,Southwest,0,@SouthwestAir now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse
568094199586938880,2015-02-18 09:06:26 -0800,Delta,0,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about
568094581041934336,2015-02-18 09:07:57 -0800,Southwest,0,@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.
568096875435282432,2015-02-18 09:17:04 -0800,Delta,0,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.
568100626183417856,2015-02-18 09:31:58 -0800,Southwest,0,@SouthwestAir sent
568100858954522625,2015-02-18 09:32:54 -0800,United,0,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
568101609894342656,2015-02-18 09:35:53 -0800,United,0,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
568104424029036545,2015-02-18 09:47:04 -0800,Southwest,0,"@SouthwestAir I'm really craving your pretzels, please send me some."
568107472260624384,2015-02-18 09:59:10 -0800,Southwest,0,@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
568107670177239040,2015-02-18 09:59:58 -0800,Southwest,0,@SouthwestAir so when do we find out who won the imagine dragons contest?
568111503812870144,2015-02-18 10:15:12 -0800,United,0,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
568115611814858752,2015-02-18 10:31:31 -0800,US Airways,0,@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
568115928044404736,2015-02-18 10:32:46 -0800,Delta,0,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing."
568124733851443200,2015-02-18 11:07:46 -0800,Delta,0,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!
568126621611372545,2015-02-18 11:15:16 -0800,US Airways,0,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened"""
568127152450871296,2015-02-18 11:17:23 -0800,United,0,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?"
568127434173878272,2015-02-18 11:18:30 -0800,Delta,0,@JetBlue I do follow you!
568128399035772928,2015-02-18 11:22:20 -0800,US Airways,0,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.
568134036239097856,2015-02-18 11:44:44 -0800,Delta,0,@JetBlue Thank you for opening the conversation.  I hope you can make it right.
568140468854198272,2015-02-18 12:10:17 -0800,US Airways,0,@USAirways I spent more on the room &amp; transportation then I did the whole flight
568144447931686912,2015-02-18 12:26:06 -0800,Southwest,0,@SouthwestAir amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!
568144894964994048,2015-02-18 12:27:53 -0800,United,0,"@united I did not, my mind was on getting to the next flight."
568153578453524480,2015-02-18 13:02:23 -0800,Southwest,0,@SouthwestAir how come on mobile I can't proceed w/o entering a postcode at purchase. I'm from Ireland and I don't have a postcode just.
568155066668060672,2015-02-18 13:08:18 -0800,Delta,0,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever"
568160197367242752,2015-02-18 13:28:41 -0800,Delta,0,@JetBlue can't change it. True blue points and I can't get to a phone
568168034394873857,2015-02-18 13:59:50 -0800,Southwest,0,@SouthwestAir was wondering is there a reason why customer service is so busy? Been on hold past few days for many hours No answer Help plz
568177098038349825,2015-02-18 14:35:51 -0800,Delta,0,"@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life."
568177321724620800,2015-02-18 14:36:44 -0800,United,0,@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
568183509577125888,2015-02-18 15:01:19 -0800,United,0,@united 1 hour since boarding began and we're still sitting at the gate.  #UA507
568185339245756416,2015-02-18 15:08:35 -0800,United,0,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help
568192010789777408,2015-02-18 15:35:06 -0800,Southwest,0,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223
568196165780578304,2015-02-18 15:51:37 -0800,US Airways,0,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
568203174198284288,2015-02-18 16:19:28 -0800,Virgin America,3,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
568206634758983681,2015-02-18 16:33:13 -0800,Delta,0,@JetBlue u suck Big Donkey Balls!
568207206023360512,2015-02-18 16:35:29 -0800,Delta,0,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..
568208831030943744,2015-02-18 16:41:56 -0800,Delta,0,@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.
568211517398786048,2015-02-18 16:52:37 -0800,US Airways,0,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?
568212538778906624,2015-02-18 16:56:40 -0800,Delta,0,"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports."
568214541852495872,2015-02-18 17:04:38 -0800,Southwest,0,@SouthwestAir i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox
568215628890411009,2015-02-18 17:08:57 -0800,Delta,0,"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?"
568216703055876096,2015-02-18 17:13:13 -0800,Delta,0,"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!"
568219452929662976,2015-02-18 17:24:09 -0800,Delta,0,@JetBlue @T5Sparrow Love it. They're cute
568220487500709889,2015-02-18 17:28:15 -0800,Southwest,0,"@SouthwestAir could care more about their customer, if there is a reasonable request :("
568223950926446593,2015-02-18 17:42:01 -0800,US Airways,0,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr
568225322543538176,2015-02-18 17:47:28 -0800,Southwest,0,"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?"
